"","species","nobs","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","fileName","AUCtest","np","na","cor","TPR","TNR","importantVars","importantValue","percentContribution","Features","Regularization","AUCtrain","AUC","AUCnull","AUCDiffpval"
"423","Camponotus floridanus",1137,5034679,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus_floridanus.csv",0.885740506329114,79,2000,0.326089731214886,0.856290507499006,0.528566081330869,"bio1;bio12;bio13;bio4;bio5;bio6","48.7656;0.2349;9.6159;13.3686;23.572;4.443","35.6676;12.2936;6.9671;4.8095;33.9227;6.3395","LQH",2,0.871312698412698,NA,NA,NA
"424","Camponotus modoc",939,5033683,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus_modoc.csv",0.748494845360825,97,2000,0.238847695351173,0.725632614807873,0.522553181818182,"bio1;bio12;bio13;bio14;bio5;bio6","29.8326;25.1863;22.8648;9.771;5.5591;6.7862","15.7165;3.6216;2.3758;39.7168;32.9624;5.6069","LQ",0.5,0.798038782051282,NA,NA,NA
"425","Camponotus novaeboracensis",670,5033385,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus_novaeboracensis.csv",0.740916666666667,84,2000,0.165627779633256,0.721415429097122,0.519287028518859,"bio1;bio12;bio13;bio14;bio3;bio4;bio5;bio6","11.3331;8.7971;5.3953;16.4137;21.0411;4.3265;0;32.6932","4.4572;1.8936;7.8745;14.2339;24.7759;0.6636;0.0057;46.0956","LQ",0.5,0.742863304093567,NA,NA,NA
"426","Camponotus pennsylvanicus",10958,5034116,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus_pennsylvanicus.csv",0.793536979969183,649,2000,0.42788174358257,0.677616336550551,0.615707627118644,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","28.5335;10.6801;21.8512;8.7804;5.3884;7.2179;17.5486","27.7534;16.8699;10.5669;2.4828;0.8607;4.8146;36.6516","LQHP",0.5,0.78388890227448,NA,NA,NA
"427","Camponotus texanus",126,5033509,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus_texanus.csv",0.721833333333333,15,2000,0.104000487487746,0.717616240995416,0.503882121807466,"bio1;bio12;bio13;bio14;bio5;bio6","13.1867;31.4398;0;4.9339;12.9018;37.5378","18.7474;35.5169;0;4.0265;5.4776;36.2316","H",3,0.882819672131148,NA,NA,NA
"428","Campylorhynchus brunneicapillus",257228,5231474,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Campylorhynchus","Campylorhynchus_brunneicapillus.csv",0.808657044673539,1455,2000,0.523747764479582,0.653868208599982,0.654428892215569,"bio1;bio12;bio13;bio14;bio5;bio6","46.2149;4.7334;1.0711;9.978;3.9197;34.0828","54.5208;0.7946;0.1276;10.2393;1.6344;32.6834","H",0.5,0.807790983606557,NA,NA,NA
"429","Cancer borealis",12021,2222084,"Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer_borealis.csv",0.903666666666667,9,2000,0.148230105971673,0.89877031181379,0.504174407114624,"bio1;bio12;bio14;bio4;bio5;bio6","43.3574;18.0125;20.9577;0.8415;0;16.8309","44.956;25.7587;11.8841;1.8858;0;15.5155","H",3,0.947997023809524,NA,NA,NA
"430","Cancer irroratus",16240,2222075,"Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer_irroratus.csv",0.901151515151515,33,2000,0.229927366484257,0.887094887094887,0.513202702702703,"bio1;bio12;bio14;bio4;bio5;bio6","36.8127;37.3262;5.8941;15.7269;2.1096;2.1305","15.5818;32.8151;25.8061;2.4048;21.5021;1.89","P",1.5,0.87283984375,NA,NA,NA
"431","Cancer productus",2057,2222079,"Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer_productus.csv",0.940613636363636,44,2000,0.394237138676751,0.918137035378415,0.510616748768473,"bio1;bio12;bio13;bio14;bio5;bio6","47.3563;43.9981;0.0704;2.8519;3.2456;2.4776","26.7694;21.063;0.6475;38.1945;1.659;11.6666","LQ",0.5,0.951876315789474,NA,NA,NA
"432","Canis latrans",30495,5219153,"Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis_latrans.csv",0.759108750792644,1577,2000,0.436320699832254,0.629142475986518,0.629611526946108,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","20.2037;5.4479;3.1898;19.2085;20.6094;7.7494;23.5912","32.0081;7.2956;2.1805;15.0577;8.773;2.5547;32.1304","LQHP",0.5,0.771960464840038,NA,NA,NA
"433","Cannaphila insularis",445,1428891,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Cannaphila","Cannaphila_insularis.csv",0.56475,8,2000,0.0144924357773467,0.563674579624134,0.501124629080119,"bio1;bio12;bio13;bio14;bio5;bio6","64.7796;21.6365;1.6958;11.0965;0.7915;0","15.638;34.362;20.9206;29.0021;0.0773;0","P",1,0.721193965517241,NA,NA,NA
"434","Cantareus apertus",331,4564228,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cantareus","Cantareus_apertus.csv",0.954064454064454,12,693,0.38148120991009,0.944365865157944,0.494194317390923,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","18.8354;28.2574;8.5911;26.5511;0;13.4176;4.3475","0.4304;2.8737;1.1425;39.7993;48.8174;4.0453;2.8915","LQ",0.5,0.96861882437793,NA,NA,NA
"435","Cantharis livida",256,5744135,"Animalia","Arthropoda","Insecta","Coleoptera","Cantharidae","Cantharis","Cantharis_livida.csv",0.775145161290323,31,2000,0.128824020782222,0.765801460036189,0.508962282398453,"bio1;bio12;bio13;bio14;bio5;bio6","61.6893;12.5687;8.9764;6.601;3.4465;6.7182","55.6885;11.2079;10.4607;2.3385;15.7531;4.5513","H",1,0.79846,NA,NA,NA
"436","Carabus finitimus",62,7754471,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus_finitimus.csv",0.815777777777778,9,2000,0.0805027068745212,0.812033377250769,0.503541501976285,"bio1;bio12;bio13;bio5;bio6","7.7311;48.052;6.4231;23.8004;13.9934","3.1;42.6632;15.3143;23.6267;15.2958","H",2,0.8496484375,NA,NA,NA
"437","Carabus granulatus",509,1036789,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus_granulatus.csv",0.777961538461538,39,2000,0.165396254279588,0.766523943107436,0.511082053742802,"bio1;bio12;bio13;bio14;bio3;bio4;bio5;bio6","21.1254;19.2302;6.6702;15.6638;1.5434;19.0118;9.3746;7.3807","59.6567;18.166;3.1906;9.4913;0.1317;3.1459;5.6058;0.612","LQ",1,0.78294847972973,NA,NA,NA
"438","Carabus nemoralis",1824,8056040,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Carabus","Carabus_nemoralis.csv",0.755112903225806,155,2000,0.253063636952694,0.720179397180901,0.534746113989637,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","45.9822;4.4919;3.0625;22.4162;16.1474;4.9511;2.9487","41.1257;25.9198;7.5062;4.9215;15.6734;4.614;0.2396","LQ",0.5,0.760806647157191,NA,NA,NA
"439","Caracara cheriway",340714,2480985,"Animalia","Chordata","Aves","Falconiformes","Falconidae","Caracara","Caracara_cheriway.csv",0.95243152416842,1946,2205,0.826683566765926,0.725647112763168,0.725977749715987,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","75.7945;0.9344;5.9093;7.649;6.8762;1.9295;0.9071","75.3665;0.8091;1.1114;2.7435;2.0739;1.7741;16.1216","LQH",0.5,0.956519194309781,NA,NA,NA
"440","Carassius auratus",1710,4286942,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","Carassius_auratus.csv",0.765555147058824,136,2000,0.273296245143479,0.73295073077519,0.532321334503951,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","26.2764;4.8326;48.1255;9.8215;1.6268;4.3131;5.0041","31.5563;15.4699;39.6434;3.7295;1.3428;2.0191;6.239","LQHP",2,0.79966651119403,NA,NA,NA
"441","Carausius morosus",152,1411953,"Animalia","Arthropoda","Insecta","Phasmida","Phasmatidae","Carausius","Carausius_morosus.csv",0.976369916784425,11,1158,0.359494704216652,0.969876277568585,0.501087537855174,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","8.5478;45.3951;0;39.517;0;6.5402;0","2.3153;35.4887;0;60.1686;0;2.0274;0","H",2.5,0.971056731996696,NA,NA,NA
"442","Carcinus maenas",2182,5178595,"Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus_maenas.csv",0.861990566037736,53,2000,0.237487976710933,0.842588622069754,0.518758996212121,"bio1;bio12;bio13;bio14;bio3;bio4;bio6","26.8137;21.9686;6.8031;9.9146;25.577;3.8674;5.0556","20.361;15.4228;13.6418;8.2784;10.1836;16.083;16.0294","P",1,0.852894183168317,NA,NA,NA
"443","Cardellina canadensis",237709,6091946,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Cardellina_canadensis.csv",0.856737202188204,4781,5003,0.618035401391854,0.677799702832361,0.678385683160962,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","37.6023;21.3092;0.2816;3.5674;8.2042;3.5257;25.5095","26.5007;17.2354;0.1608;0.4468;46.5978;1.7687;7.2898","LQHP",0.5,0.857411587038627,NA,NA,NA
"444","Cardellina pusilla",1044654,7341606,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Cardellina","Cardellina_pusilla.csv",0.771217607382564,10062,10789,0.460007583439771,0.635070249086403,0.635673180471941,"bio1;bio12;bio13;bio14;bio5;bio6","26.8443;5.5537;7.3631;40.183;1.2103;18.8456","28.2939;5.2945;3.2926;53.3645;0.6749;9.0796","LQHP",0.5,0.774895016848365,NA,NA,NA
"445","Cardinalis sinuatus",145153,2490405,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Cardinalis","Cardinalis_sinuatus.csv",0.860743415077203,1101,2000,0.601701381172672,0.679903136506279,0.680296157684631,"bio1;bio12;bio13;bio14;bio5;bio6","45.0957;4.9031;6.1116;9.7023;7.1074;27.08","46.0431;0.7814;5.0596;18.4064;7.8776;21.8319","LQHP",0.5,0.863642430727641,NA,NA,NA
"446","Cardisoma guanhumi",1044,2225832,"Animalia","Arthropoda","Malacostraca","Decapoda","Gecarcinidae","Cardisoma","Cardisoma_guanhumi.csv",0.955176047062955,14,1627,0.315154099808039,0.947394296951819,0.502628033933276,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","14.068;0.8963;18.689;62.406;0;0;3.9408","0.2458;51.4126;1.0309;45.4027;0.0069;0.6978;1.2034","LQ",0.5,0.95037178977307,NA,NA,NA
"447","Carduelis carduelis",7565,2494686,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","Carduelis_carduelis.csv",0.859878571428571,70,2000,0.410435835832762,0.835348156037811,0.523835507921715,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","16.0419;9.1763;34.0768;18.0808;4.217;3.6812;14.726","17.2435;28.3005;28.5228;18.2076;0.5234;1.9129;5.2893","LQHP",2,0.890000506072875,NA,NA,NA
"448","Carphophis amoenus",2469,2457092,"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Carphophis","Carphophis_amoenus.csv",0.840146153846154,195,2000,0.386813736039466,0.783746414965113,0.555943238731219,"bio1;bio12;bio14;bio4;bio5;bio6","37.1549;6.1367;27.752;6.9665;14.8574;7.1325","39.537;5.2803;27.9387;1.6034;21.2856;4.355","LQHP",1.5,0.833642961638491,NA,NA,NA
"449","Cassida rubiginosa",322,4990526,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cassida","Cassida_rubiginosa.csv",0.681772727272727,44,2000,0.0912645000436266,0.67337414257185,0.508311843361987,"bio1;bio12;bio13;bio14;bio3;bio4;bio5;bio6","12.5861;11.6089;19.9723;1.9996;36.1643;4.2455;9.9549;3.4684","44.3371;9.4148;4.8273;15.1475;12.0543;7.0541;6.001;1.164","LQHP",3,0.729231725146199,NA,NA,NA
"450","Castor canadensis",16107,2439838,"Animalia","Chordata","Mammalia","Rodentia","Castoridae","Castor","Castor_canadensis.csv",0.758125539257981,1159,2000,0.421948545178455,0.628657267001803,0.629191866267465,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","23.8831;10.3934;7.2584;16.4102;13.8837;3.2217;24.9494","34.3876;5.8779;1.0729;2.637;35.5213;4.1898;16.3135","LQHP",0.5,0.772558292880259,NA,NA,NA
"451","Catharus fuscescens",593109,2490804,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus_fuscescens.csv",0.879481229450908,9086,9419,0.658664365448508,0.689082324015847,0.689747747312467,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","47.7795;10.2778;2.2161;2.9895;14.5148;2.7176;19.5047","37.1495;13.473;1.5066;5.3707;33.4492;0.9532;8.0979","LQHP",0.5,0.882216455988566,NA,NA,NA
"452","Catharus guttatus",1521965,2490810,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus_guttatus.csv",0.812479756629652,18818,19782,0.535997623342338,0.655664624624701,0.656289483514015,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","35.033;7.2056;2.0554;9.2612;30.0812;5.7948;10.5687","36.1543;3.7348;0.8269;11.5221;39.8054;1.7766;6.1798","LQHP",0.5,0.810128137572922,NA,NA,NA
"453","Catharus minimus",121571,2490826,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus_minimus.csv",0.801238293406643,2603,2758,0.51951978181651,0.650151100028142,0.650653913348068,"bio1;bio12;bio13;bio14;bio5;bio6","44.8383;33.6057;13.2075;5.0332;1.1824;2.1328","52.3474;26.9513;0.7503;0.9872;0.6356;18.3283","LQH",0.5,0.804042037656483,NA,NA,NA
"454","Catharus ustulatus",1135552,2490821,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus_ustulatus.csv",0.784546212107197,13499,14163,0.484918612075759,0.641749207710958,0.642333352077177,"bio1;bio12;bio13;bio14;bio5;bio6","54.152;17.5381;2.2126;10.6065;2.4349;13.0559","54.3599;17.512;0.3145;5.2455;6.5136;16.0544","LQHP",0.5,0.782094110343494,NA,NA,NA
"455","Catherpes mexicanus",227700,5231430,"Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Catherpes","Catherpes_mexicanus.csv",0.750714317382554,2174,2324,0.427649594671975,0.624948125827462,0.625429433731504,"bio1;bio12;bio13;bio14;bio5;bio6","30.6592;8.6438;6.7954;26.489;19.8647;7.5479","34.8916;6.1867;1.1454;27.69;13.1359;16.9503","LQHP",0.5,0.753182542019462,NA,NA,NA
"456","Catocala ilia",1596,1797375,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala_ilia.csv",0.765008571428571,175,2000,0.269437157784323,0.724778074217803,0.53997156196944,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","12.0633;9.5279;8.1011;17.2536;23.1335;2.1497;27.771","23.1311;12.6036;3.2056;6.9104;19.0749;2.113;32.9615","LQHP",0.5,0.75248275273224,NA,NA,NA
"457","Catocala maestosa",883,9410076,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala_maestosa.csv",0.797470930232558,86,2000,0.276812965368376,0.772919469536806,0.52414738292011,"bio1;bio12;bio13;bio14;bio5;bio6","49.5721;4.9929;27.2841;13.6021;1.5363;3.0124","44.4262;6.1358;13.4641;21.4674;0.6007;13.9058","LQHP",3,0.799240398550725,NA,NA,NA
"458","Catocala micronympha",709,1797111,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala_micronympha.csv",0.723154545454545,55,2000,0.170961416454536,0.710706306925589,0.51225,"bio1;bio12;bio14;bio4;bio5;bio6","20.7559;4.3612;3.4343;32.6419;16.2541;22.5526","52.1914;5.2315;8.1159;14.0357;3.9272;16.4983","LQHP",1,0.734041471962617,NA,NA,NA
"459","Catocala relicta",1449,1797135,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala_relicta.csv",0.743744966442953,149,2000,0.226586135314228,0.71136278896346,0.532146701388889,"bio1;bio12;bio13;bio14;bio3;bio4;bio5;bio6","30.0486;0.0174;14.1208;4.3199;24.1578;5.371;1.701;20.2634","28.684;1.5967;3.4029;18.8587;20.4791;1.8394;0.7343;24.4049","P",0.5,0.768171660958904,NA,NA,NA
"460","Celastrina ladon",8931,1925922,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina_ladon.csv",0.793245569620253,395,2000,0.452109101427213,0.709681099581681,0.583210658082976,"bio1;bio12;bio13;bio14;bio5;bio6","14.2815;16.566;1.3645;44.4443;10.6494;12.6943","6.0201;7.3831;0.0904;74.4187;6.9634;5.1243","LQ",0.5,0.78977545556266,NA,NA,NA
"461","Celastrina lucia",1972,4300000,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina_lucia.csv",0.823102941176471,204,2000,0.373218067641242,0.767491918059685,0.55517729908865,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","45.1955;3.9256;8.2211;6.2367;17.2816;4.3059;14.8336","34.2451;4.3624;7.5903;5.7937;10.2023;6.2469;31.5593","LQHP",0.5,0.83942789034565,NA,NA,NA
"462","Celithemis elisa",6908,1428525,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis","Celithemis_elisa.csv",0.738798850574713,522,2000,0.336842681622845,0.656466302367942,0.58215737704918,"bio1;bio12;bio13;bio14;bio5;bio6","11.1908;8.0105;33.4717;15.2179;8.6352;23.4739","33.8214;10.9904;6.6781;2.9751;5.5848;39.9502","LQHP",0.5,0.734748574821853,NA,NA,NA
"463","Celithemis eponina",11931,1428517,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis","Celithemis_eponina.csv",0.797614849833148,899,2000,0.470388652864732,0.656453280546097,0.640899789584429,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","26.0801;5.6217;19.1239;11.5225;14.2564;5.0907;18.3047","16.7395;19.499;4.013;13.3227;14.1829;2.5254;29.7175","LQHP",0.5,0.786190633608815,NA,NA,NA
"464","Celithemis fasciata",2268,1428523,"Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Celithemis","Celithemis_fasciata.csv",0.65955412371134,194,2000,0.153082679809936,0.633185196668648,0.526357560568087,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","6.0833;17.2025;9.8033;44.5938;14.6201;1.1535;6.5436","2.1194;16.6536;3.1829;41.0101;5.4618;10.2065;21.3657","H",1.5,0.691231425382653,NA,NA,NA
"465","Cenopis pettitana",713,1747196,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cenopis","Cenopis_pettitana.csv",0.735741935483871,62,2000,0.171789592126654,0.721111615932152,0.514379342723005,"bio1;bio12;bio14;bio5;bio6","30.1804;12.2847;33.6789;0.7211;23.135","28.2181;32.2138;19.5624;0.4694;19.5364","LQHP",2.5,0.7724885,NA,NA,NA
"466","Centruroides sculpturatus",366,6894244,"Animalia","Arthropoda",NA,"Scorpiones","Buthidae","Centruroides","Centruroides_sculpturatus.csv",0.840769230769231,39,2000,0.207257416529028,0.825521995734762,0.516513539651838,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","73.6501;0.8198;1.536;2.8628;5.1167;1.3909;14.6237","41.9287;5.8311;20.1358;11.7846;17.7065;0.7524;1.861","P",0.5,0.844947530864197,NA,NA,NA
"467","Centruroides vittatus",2438,7455866,"Animalia","Arthropoda",NA,"Scorpiones","Buthidae","Centruroides","Centruroides_vittatus.csv",0.815845238095238,252,2000,0.384847807988079,0.751495604882059,0.563972509960159,"bio1;bio12;bio13;bio14;bio5;bio6","5.9532;6.9983;27.3957;47.436;4.5774;7.6394","52.5073;7.1085;8.9221;6.2412;5.6051;19.6158","LQ",0.5,0.814285433070866,NA,NA,NA
"468","Cepaea hortensis",282,2294279,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cepaea","Cepaea_hortensis.csv",0.807652777777778,36,2000,0.164842310809355,0.795877446262432,0.51128103946102,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","9.2159;27.9563;5.919;25.9628;24.1831;2.9676;3.7952","28.0341;23.7245;14.7859;22.3965;2.0993;7.0885;1.8712","LQ",0.5,0.814761538461538,NA,NA,NA
"469","Cepaea nemoralis",3920,2294280,"Animalia","Mollusca","Gastropoda","Stylommatophora","Helicidae","Cepaea","Cepaea_nemoralis.csv",0.881055555555556,234,2000,0.536171483133666,0.807847770661029,0.572482215036378,"bio1;bio12;bio13;bio14;bio3;bio5;bio6","22.1351;24.7188;0.995;10.0386;19.6744;13.4335;9.0046","33.8723;42.1854;0.4334;6.9551;4.4291;7.9693;4.1555","H",1,0.897894639065817,NA,NA,NA
"470","Cepphus columba",171655,9315520,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus_columba.csv",0.910602713178295,258,2000,0.582762352559805,0.825436930207968,0.58425614591594,"bio1;bio12;bio13;bio14;bio5;bio6","33.773;32.8428;0;22.5982;10.667;0.119","17.8687;24.9691;0.8469;47.1057;8.7359;0.4737","LQHP",3,0.925049111431316,NA,NA,NA
"471","Cepphus grylle",114038,2481312,"Animalia","Chordata","Aves","Charadriiformes","Alcidae","Cepphus","Cepphus_grylle.csv",0.923509756097561,205,2000,0.569363749627087,0.850464383782911,0.571211092715232,"bio1;bio12;bio13;bio14;bio5;bio6","34.2041;12.0397;15.1183;27.3197;3.2034;8.1147","31.0946;24.1025;4.3948;2.869;5.288;32.2512","LQHP",0.5,0.937886096605744,NA,NA,NA
"472","Cerastipsocus venosus",562,1031435,"Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Cerastipsocus","Cerastipsocus_venosus.csv",0.680316860465116,86,2000,0.132233371813414,0.665363999402054,0.514845270890725,"bio1;bio12;bio4;bio5;bio6","29.5983;32.8289;0;13.6793;23.8935","29.5293;35.5867;0;11.808;23.0761","H",2.5,0.730194544797688,NA,NA,NA
"473","Ceratitis capitata",200,1626096,"Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Ceratitis","Ceratitis_capitata.csv",0.878461448392951,19,899,0.414290305109649,0.886522325881594,0.416045079197374,"bio1;bio12;bio13;bio14;bio6","17.6308;0;0;18.5369;63.8323","17.2752;1.0862;0.2315;43.4013;38.0059","LQ",1,0.971141262705371,NA,NA,NA
"474","Ceratomia catalpae",1092,1861892,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Ceratomia","Ceratomia_catalpae.csv",0.75618085106383,141,2000,0.243423976647521,0.723739026930516,0.532203671328671,"bio1;bio12;bio14;bio4;bio5;bio6","27.3229;14.0961;34.6225;6.5366;17.422;0","34.734;9.1298;15.2455;6.5506;9.5797;24.7604","LQHP",2,0.755136883802817,NA,NA,NA
"475","Ceratomia undulosa",3314,1861887,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Ceratomia","Ceratomia_undulosa.csv",0.771780415430267,337,2000,0.351203580836389,0.70266176535719,0.568873507462687,"bio1;bio12;bio13;bio14;bio5;bio6","27.2321;10.6743;29.4172;14.9991;1.6214;16.0559","31.4854;5.845;9.4613;2.5762;7.6243;43.0078","LQHP",0.5,0.776388445845697,NA,NA,NA
"476","Cerceris fumipennis",351,7583949,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Cerceris","Cerceris_fumipennis.csv",0.643056818181818,44,2000,0.0822260147184317,0.636407050447165,0.506713467048711,"bio1;bio12;bio13;bio14;bio4;bio5;bio6","14.7036;7.5519;39.7871;8.1678;4.1382;6.1789;19.4725","20.6323;16.2765;14.8572;11.9115;10.4272;4.6717;21.2235","LQHP",3,0.773100558659218,NA,NA,NA
